code,team,team_gender,country,country_code,discipline,disciplines_code,num_athletes
VBVWTEAM2---USA02,Hughes/Cheng,W,United States,USA,Beach Volleyball,VBV,2
VVOMTEAM6---ARG01,Argentina,M,Argentina,ARG,Volleyball,VVO,13
VVOMTEAM6---BRA01,Brazil,M,Brazil,BRA,Volleyball,VVO,13
VVOMTEAM6---CAN01,Canada,M,Canada,CAN,Volleyball,VVO,13
VVOMTEAM6---EGY01,Egypt,M,Egypt,EGY,Volleyball,VVO,13
VVOMTEAM6---FRA01,France,M,France,FRA,Volleyball,VVO,13
VVOMTEAM6---GER01,Germany,M,Germany,GER,Volleyball,VVO,13
VVOMTEAM6---ITA01,Italy,M,Italy,ITA,Volleyball,VVO,13
VVOMTEAM6---JPN01,Japan,M,Japan,JPN,Volleyball,VVO,13
VVOMTEAM6---POL01,Poland,M,Poland,POL,Volleyball,VVO,13
VVOMTEAM6---SLO01,Slovenia,M,Slovenia,SLO,Volleyball,VVO,13
VVOMTEAM6---SRB01,Serbia,M,Serbia,SRB,Volleyball,VVO,13
VVOMTEAM6---USA01,United States of America,M,United States,USA,Volleyball,VVO,13
VVOWTEAM6---BRA01,Brazil,W,Brazil,BRA,Volleyball,VVO,13
VVOWTEAM6---CHN01,People's Republic of China,W,China,CHN,Volleyball,VVO,13
VVOWTEAM6---DOM01,Dominican Republic,W,Dominican Republic,DOM,Volleyball,VVO,12
VVOWTEAM6---FRA01,France,W,France,FRA,Volleyball,VVO,13
VVOWTEAM6---ITA01,Italy,W,Italy,ITA,Volleyball,VVO,13
VVOWTEAM6---JPN01,Japan,W,Japan,JPN,Volleyball,VVO,13
VVOWTEAM6---KEN01,Kenya,W,Kenya,KEN,Volleyball,VVO,13
VVOWTEAM6---NED01,Netherlands,W,Netherlands,NED,Volleyball,VVO,13
VVOWTEAM6---POL01,Poland,W,Poland,POL,Volleyball,VVO,13
VVOWTEAM6---SRB01,Serbia,W,Serbia,SRB,Volleyball,VVO,13
VVOWTEAM6---TUR01,Türkiye,W,Türkiye,TUR,Volleyball,VVO,13
VVOWTEAM6---USA01,United States of America,W,United States,USA,Volleyball,VVO,13
WPOMTEAM7---AUS01,Australia,M,Australia,AUS,Water Polo,WPO,13
WPOMTEAM7---CRO01,Croatia,M,Croatia,CRO,Water Polo,WPO,13
WPOMTEAM7---ESP01,Spain,M,Spain,ESP,Water Polo,WPO,13
WPOMTEAM7---FRA01,France,M,France,FRA,Water Polo,WPO,13
WPOMTEAM7---GRE01,Greece,M,Greece,GRE,Water Polo,WPO,13
WPOMTEAM7---HUN01,Hungary,M,Hungary,HUN,Water Polo,WPO,13
WPOMTEAM7---ITA01,Italy,M,Italy,ITA,Water Polo,WPO,13
WPOMTEAM7---JPN01,Japan,M,Japan,JPN,Water Polo,WPO,13
WPOMTEAM7---MNE01,Montenegro,M,Montenegro,MNE,Water Polo,WPO,13
WPOMTEAM7---ROU01,Romania,M,Romania,ROU,Water Polo,WPO,13
WPOMTEAM7---SRB01,Serbia,M,Serbia,SRB,Water Polo,WPO,13
WPOMTEAM7---USA01,United States of America,M,United States,USA,Water Polo,WPO,13
WPOWTEAM7---AUS01,Australia,W,Australia,AUS,Water Polo,WPO,13
WPOWTEAM7---CAN01,Canada,W,Canada,CAN,Water Polo,WPO,13
WPOWTEAM7---CHN01,People's Republic of China,W,China,CHN,Water Polo,WPO,13
WPOWTEAM7---ESP01,Spain,W,Spain,ESP,Water Polo,WPO,13
WPOWTEAM7---FRA01,France,W,France,FRA,Water Polo,WPO,13
WPOWTEAM7---GRE01,Greece,W,Greece,GRE,Water Polo,WPO,13
WPOWTEAM7---HUN01,Hungary,W,Hungary,HUN,Water Polo,WPO,13
WPOWTEAM7---ITA01,Italy,W,Italy,ITA,Water Polo,WPO,13
WPOWTEAM7---NED01,Netherlands,W,Netherlands,NED,Water Polo,WPO,13
WPOWTEAM7---USA01,United States of America,W,United States,USA,Water Polo,WPO,13
